timestamp,open,high,low,close,volume
2021-03-04,0.007278,0.007321,0.006738,0.007143,363938.313329
2021-03-05,0.007143,0.009769,0.006564,0.00929,15836971.379265
2021-03-06,0.009289,0.011333,0.008701,0.009649,18117094.231784
2021-03-07,0.009632,0.010868,0.008883,0.009951,6316889.770604
2021-03-08,0.009951,0.011,0.009577,0.010338,4870971.864057
2021-03-09,0.010339,0.013329,0.010186,0.012984,8959565.273434
2021-03-10,0.012961,0.013926,0.0118,0.01236,6287433.199116
2021-03-11,0.012306,0.012698,0.011036,0.011564,3557822.452739
2021-03-12,0.011564,0.012767,0.010268,0.012251,4149018.241387
2021-03-13,0.012251,0.0167,0.011844,0.015238,11691954.076942
2021-03-14,0.015238,0.016623,0.014508,0.014651,6467558.483993
2021-03-15,0.014651,0.019,0.013559,0.017515,14020355.925564
2021-03-16,0.017482,0.019033,0.015874,0.016238,10078116.086034
2021-03-17,0.016237,0.02195,0.01584,0.02047,14358448.795799
2021-03-18,0.020469,0.021083,0.018707,0.019006,9781877.263873
2021-03-19,0.019006,0.0325,0.018379,0.027975,80529915.01382
2021-03-20,0.028106,0.0325,0.026676,0.026739,41041931.068895
2021-03-21,0.026825,0.0295,0.025417,0.027828,16881974.279886
2021-03-22,0.027836,0.029377,0.023509,0.02397,19208325.870341
2021-03-23,0.023969,0.024976,0.020657,0.0216,8890394.845668
2021-03-24,0.0216,0.024662,0.02035,0.021012,7327890.31248
2021-03-25,0.021123,0.023909,0.019595,0.020997,8172599.248039
2021-03-26,0.021084,0.023,0.020899,0.022819,4880706.751446
2021-03-27,0.02282,0.024247,0.021506,0.023337,5016392.452012
2021-03-28,0.0233,0.026887,0.022752,0.026203,11274777.83467
2021-03-29,0.026199,0.026553,0.025414,0.026288,1987667.393206
2021-03-30,0.026288,0.026288,0.026288,0.026288,0.0
2021-03-31,0.026288,0.026288,0.026288,0.026288,0.0
2021-04-01,0.026288,0.026288,0.026288,0.026288,0.0
2021-04-02,3.6,4.817,2.044,2.828,143335752.120029
2021-04-03,2.837,3.395,2.52,2.572,34401921.456241
2021-04-04,2.573,3.0,2.51,2.644,17998334.088738
2021-04-05,2.645,2.882,2.401,2.425,21256270.522115
2021-04-06,2.425,2.584,1.95,1.974,15628721.645707
2021-04-07,1.978,2.164,1.646,1.702,9487158.675139
2021-04-08,1.705,3.286,1.689,2.889,72112777.302612
2021-04-09,2.889,3.49,2.431,2.623,72702046.428748
2021-04-10,2.618,2.64,2.222,2.281,15865251.848343
2021-04-11,2.28,2.574,2.149,2.48,12482787.343515
2021-04-12,2.48,2.488,2.129,2.174,7413719.100215
2021-04-13,2.176,2.231,2.039,2.177,7074531.300501
2021-04-14,2.176,2.176,1.963,2.04,7295335.437008
2021-04-15,2.039,2.327,1.992,2.112,10176139.893912
2021-04-16,2.113,2.157,1.825,1.956,9942080.973127
2021-04-17,1.956,2.173,1.9,1.961,8152267.071197
2021-04-18,1.965,1.971,1.543,1.718,6344913.575741
2021-04-19,1.718,2.17,1.671,1.725,17661103.370546
2021-04-20,1.721,1.864,1.612,1.769,7235907.91895
2021-04-21,1.769,1.819,1.606,1.633,5698025.133731
2021-04-22,1.637,1.678,1.355,1.381,4835419.62975
2021-04-23,1.384,1.434,1.085,1.3,5394359.721893
2021-04-24,1.302,1.344,1.129,1.138,3642539.756701
2021-04-25,1.134,1.294,1.075,1.196,3283208.117032
2021-04-26,1.196,1.4,1.16,1.363,3823178.654491
2021-04-27,1.363,1.657,1.329,1.547,7803754.864473
2021-04-28,1.548,1.571,1.313,1.45,4766925.366784
2021-04-29,1.447,1.536,1.37,1.496,4553398.768112
2021-04-30,1.497,1.818,1.462,1.627,11081433.225912
2021-05-01,1.627,1.85,1.592,1.714,7538341.305792
2021-05-02,1.715,1.799,1.606,1.664,4318679.875685
2021-05-03,1.664,1.749,1.603,1.63,5068951.621494
2021-05-04,1.631,1.635,1.388,1.395,6101458.237123
2021-05-05,1.395,1.545,1.383,1.493,3933603.177805
2021-05-06,1.493,1.61,1.4,1.418,5294284.172125
2021-05-07,1.42,1.7,1.369,1.579,9159608.286036
2021-05-08,1.581,1.7,1.53,1.555,5506622.197141
2021-05-09,1.553,1.572,1.42,1.502,3005788.194896
2021-05-10,1.506,1.54,1.252,1.309,3499059.918221
2021-05-11,1.312,1.38,1.26,1.379,2197929.610224
2021-05-12,1.377,1.427,1.116,1.13,3919354.669029
2021-05-13,1.127,1.26,1.001,1.067,8501563.150711
2021-05-14,1.067,1.191,1.064,1.142,3312076.943828
2021-05-15,1.142,1.158,1.017,1.028,3015818.663014
2021-05-16,1.022,1.161,0.98,1.059,3038715.547827
2021-05-17,1.056,1.072,0.918,0.951,2956042.872996
2021-05-18,0.95,1.09,0.938,0.979,3017159.837654
2021-05-19,0.979,1.0,0.451,0.592,5179527.445891
2021-05-20,0.597,0.752,0.526,0.71,2828533.402729
2021-05-21,0.712,0.745,0.507,0.607,2099911.029812
2021-05-22,0.604,0.619,0.53,0.56,1166599.26073
2021-05-23,0.556,0.586,0.363,0.445,1849078.931636
2021-05-24,0.447,0.538,0.431,0.533,1732660.935746
2021-05-25,0.533,0.554,0.458,0.531,1323592.158581
2021-05-26,0.533,0.644,0.515,0.627,2204557.602246
2021-05-27,0.627,0.628,0.561,0.574,1065279.377634
2021-05-28,0.573,0.584,0.486,0.536,1559662.554413
2021-05-29,0.539,0.88,0.532,0.664,18848191.557024
2021-05-30,0.662,0.719,0.602,0.629,4398653.501244
2021-05-31,0.63,0.666,0.585,0.656,2745035.082029
2021-06-01,0.656,0.71,0.603,0.622,1927441.883666
2021-06-02,0.621,0.648,0.589,0.627,2066042.603591
2021-06-03,0.628,0.771,0.618,0.712,3027354.71631
2021-06-04,0.712,0.714,0.573,0.604,1915265.463459
2021-06-05,0.606,0.638,0.542,0.563,1281673.308097
2021-06-06,0.562,0.65,0.556,0.592,1985321.567003
2021-06-07,0.593,0.626,0.545,0.554,1428856.377875
2021-06-08,0.554,0.566,0.471,0.551,1063877.548646
2021-06-09,0.553,0.759,0.516,0.666,8943141.972979
2021-06-10,0.666,0.675,0.564,0.601,4813546.628137
2021-06-11,0.6,0.669,0.534,0.55,2610842.436277
2021-06-12,0.549,0.572,0.508,0.535,865001.6418270001
2021-06-13,0.536,0.598,0.516,0.569,1770903.326447
2021-06-14,0.57,0.593,0.551,0.582,1240867.102496
2021-06-15,0.581,0.589,0.558,0.576,779949.048473
2021-06-16,0.576,0.698,0.543,0.606,6794100.127037
2021-06-17,0.607,0.656,0.533,0.568,3807382.117844
2021-06-18,0.566,0.57,0.5,0.521,858044.5891600001
2021-06-19,0.521,0.533,0.503,0.513,520434.790766
2021-06-20,0.513,0.524,0.47,0.515,628123.214792
2021-06-21,0.515,0.52,0.381,0.385,1076075.532795
2021-06-22,0.385,0.422,0.328,0.38,880549.564216
2021-06-23,0.38,0.447,0.367,0.397,1193472.881127
2021-06-24,0.397,0.411,0.372,0.399,591586.15138
2021-06-25,0.399,0.411,0.356,0.359,353689.49539
2021-06-26,0.356,0.377,0.315,0.348,798727.650594
2021-06-27,0.347,0.53,0.337,0.37,4323438.292042
